Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeStatus,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Allowance,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Non-Travel,Research & Development,21,3,Life Sciences,Active,380,Male,1,Sales Executive,Divorced,10000,0,2610,13,8,0,4,3,3,0,2
47,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Active,72,Female,2,Healthcare Representative,Married,25000,4,2610,23,8,0,21,4,3,1,1
21,Yes,Travel_Rarely,Research & Development,1,3,Medical,Active,406,Male,2,Sales Executive,Single,16496,1,2610,13,8,1,1,2,1,0,0
40,No,Travel_Rarely,Research & Development,1,4,Medical,Active,427,Male,5,Research Technician,Divorced,16532,2,2610,14,8,1,11,3,1,0,0
36,Yes,Travel_Rarely,Sales,2,4,Technical Degree,Active,495,Male,4,Sales Executive,Single,18664,1,2610,18,8,0,18,3,17,15,14
32,No,Travel_Frequently,Sales,10,3,Life Sciences,Active,623,Female,1,Sales Executive,Married,9512,1,2600,11,8,0,2,3,2,2,2
47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Active,763,Female,2,Sales Executive,Married,48000,7,2600,14,8,2,17,0,6,1,2
21,Yes,Travel_Frequently,Research & Development,9,3,Medical,Active,100,Female,4,Manufacturing Supervisor,Single,13260,1,2600,12,8,0,3,5,3,1,2
40,No,Travel_Frequently,Sales,9,3,Medical,Active,609,Male,1,Manufacturing Supervisor,Married,12060,5,2600,16,8,1,5,5,0,0,0
36,No,Travel_Rarely,Human Resources,2,4,Technical Degree,Active,423,Male,5,Sales Executive,Single,10400,2,2600,12,8,2,8,3,6,0,1
32,No,Non-Travel,Research & Development,10,4,Life Sciences,Active,856,Female,2,Research Technician,Married,24332,4,2590,13,8,0,9,5,6,1,2
47,No,Travel_Frequently,Research & Development,7,4,Life Sciences,Active,450,Male,5,Sales Executive,Divorced,7036,1,2590,11,8,0,20,3,19,2,7
21,Yes,Travel_Frequently,Research & Development,20,2,Medical,Active,658,Female,4,Manager,Single,60000,1,2590,14,8,1,2,2,2,2,2
40,No,Travel_Rarely,Research & Development,6,2,Medical,Active,130,Male,3,Research Technician,Divorced,18500,7,2590,14,8,2,8,3,5,1,3
35,No,Travel_Frequently,Sales,1,2,Technical Degree,Active,704,Male,2,Research Technician,Single,16800,1,2590,13,8,1,9,2,9,1,1
32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Active,270,Male,3,Research Technician,Single,25000,1,2580,11,8,0,10,5,10,0,8
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Active,604,Male,2,Research Technician,Married,9236,8,2580,14,8,2,28,4,26,15,9
20,No,Travel_Rarely,Research & Development,17,4,Medical,Active,230,Female,1,Sales Representative,Single,20000,1,2580,13,8,2,1,3,1,0,0
40,Yes,Travel_Rarely,Research & Development,2,3,Medical,Active,826,Male,2,Research Supervisor,Single,12984,3,2580,15,8,1,15,3,5,1,0
35,No,Travel_Rarely,Sales,16,2,Technical Degree,Active,87,,3,Research Technician,Single,25000,0,2580,13,8,1,17,3,16,0,13
32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Active,624,Female,2,Manager,Single,37292,4,2570,12,8,1,10,6,8,0,7
46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Active,659,Male,1,Manufacturing Supervisor,Married,58332,2,2570,13,8,1,26,2,11,0,8
20,Yes,Travel_Rarely,Research & Development,11,3,Medical,Active,405,Male,2,Sales Executive,Single,51364,1,2570,12,8,0,2,6,2,0,2
40,No,Travel_Frequently,Research & Development,3,4,Medical,Active,276,Female,3,Human Resources,Married,19000,5,2570,18,8,0,20,2,18,1,12
34,No,Travel_Frequently,Sales,9,1,Technical Degree,Active,565,,2,Sales Executive,Single,13664,2,2570,13,8,1,5,3,3,0,2
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Active,882,Male,3,Manager,Married,51504,3,2560,14,8,1,6,3,3,0,2
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Active,176,Male,1,Healthcare Representative,Married,14480,2,2560,18,8,0,15,3,3,1,2
20,No,Travel_Rarely,Research & Development,18,4,Medical,Active,921,Female,2,Sales Executive,Single,29664,1,2560,13,8,1,2,2,2,2,2
40,No,Travel_Rarely,Research & Development,14,4,Medical,Active,710,Female,1,Research Technician,Married,23284,3,2560,22,8,0,7,2,4,0,3
34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,Active,701,,2,Research Supervisor,Divorced,33332,0,2560,24,8,3,10,2,9,1,6
31,No,Travel_Rarely,Sales,24,3,Life Sciences,Active,64,Male,2,Healthcare Representative,Divorced,9384,4,2550,11,8,3,13,4,7,1,7
46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Active,823,Male,3,Manufacturing Supervisor,Married,12800,8,2550,11,8,0,23,1,13,5,1
20,No,Travel_Rarely,Research & Development,6,3,Medical,Active,599,Male,5,Research Supervisor,Single,9332,1,2550,17,8,0,2,5,2,1,2
40,No,Non-Travel,Research & Development,7,3,Medical,Active,841,Male,1,Research Technician,Divorced,25108,3,2550,12,8,2,8,0,2,2,2
34,No,Travel_Rarely,Research & Development,12,2,Technical Degree,Active,414,,2,Human Resources,Divorced,15000,1,2550,11,8,1,1,0,1,1,0
31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Active,9,Male,3,Laboratory Technician,Married,33332,0,2540,21,8,0,10,2,9,7,8
46,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Active,6,Female,4,Research Supervisor,Married,20000,3,2540,13,8,0,28,5,7,7,7
20,No,Travel_Rarely,Research & Development,18,4,Medical,Active,619,Male,5,Human Resources,Single,24000,1,2540,13,8,0,2,2,2,2,2
40,No,Travel_Frequently,Research & Development,10,4,Medical,Active,325,Male,2,Manufacturing Supervisor,Married,40000,1,2540,13,8,1,8,3,8,3,7
34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,Active,292,Male,2,Healthcare Representative,Single,24000,3,2540,12,8,2,10,2,5,4,3
31,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Active,137,Male,3,Sales Executive,Married,60000,1,2530,15,8,1,13,2,13,3,12
45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Active,968,Male,1,Research Supervisor,Single,14288,1,2530,22,8,1,21,4,21,8,6
19,Yes,Travel_Rarely,Research & Development,4,3,Medical,Active,165,Male,5,Sales Executive,Single,18768,1,2530,15,8,2,1,2,1,0,0
40,No,Travel_Rarely,Research & Development,1,3,Medical,Active,627,Female,2,Manager,Divorced,64480,7,2530,12,8,0,7,2,5,1,3
34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,Active,310,Male,1,Research Technician,Single,24000,1,2530,12,8,0,6,3,6,1,4
31,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Active,387,Female,3,Sales Executive,Married,20000,3,2520,12,8,1,8,3,6,0,2
45,No,Non-Travel,Research & Development,8,1,Life Sciences,Active,439,Male,2,Sales Executive,Married,12344,1,2520,12,8,1,9,3,9,0,8
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,Active,896,Male,1,Research Supervisor,Single,22000,1,2520,12,8,1,0,2,0,0,0
40,No,Travel_Frequently,Research & Development,2,4,Medical,Active,580,Male,5,Human Resources,Single,9600,9,2520,11,8,0,20,0,18,2,13
34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,Active,317,Male,2,Manufacturing Supervisor,Single,40000,2,2520,12,8,0,10,3,4,1,3
31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,Active,755,Male,2,Research Technician,Single,10000,1,2510,19,8,0,1,3,1,0,0
45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,Active,247,Male,3,Research Supervisor,Married,9100,2,2510,13,8,1,5,5,1,0,0
18,No,Non-Travel,Research & Development,1,4,Medical,Active,715,Male,2,Sales Executive,Single,13988,1,2510,22,8,1,0,2,0,0,0
40,Yes,Travel_Rarely,Research & Development,8,3,Medical,Active,111,Female,5,Healthcare Representative,Married,23396,2,2510,20,8,0,8,2,6,1,0
33,No,Non-Travel,Sales,9,2,Technical Degree,Active,497,Male,1,Sales Representative,Single,24000,0,2510,11,8,1,3,3,2,2,2
31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,Active,828,Female,2,Healthcare Representative,Single,25600,1,2500,14,8,0,7,3,7,7,7
45,No,Travel_Rarely,Sales,3,3,Life Sciences,Active,835,Male,3,Laboratory Technician,Married,14384,4,2500,20,8,1,8,1,5,0,3
18,Yes,Non-Travel,Research & Development,2,4,Medical,Active,571,Male,3,Laboratory Technician,Single,8548,1,2500,18,8,0,0,5,0,0,0
39,No,Travel_Rarely,Sales,2,2,Medical,Active,867,Female,1,Sales Executive,Married,10000,2,2500,12,8,0,11,3,7,7,6
33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,Active,252,Male,2,Laboratory Technician,Divorced,7712,3,2500,25,8,1,15,3,13,4,7
31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Active,112,Male,4,Human Resources,Single,8056,0,2490,24,8,0,3,5,2,2,2
45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Active,780,Female,1,Research Technician,Married,13664,4,2490,12,8,1,10,5,3,1,2
55,No,Travel_Rarely,Sales,20,3,Marketing,Active,808,Male,2,Research Technician,Married,6400,0,2490,14,8,1,4,6,3,1,2
39,No,Travel_Rarely,Research & Development,26,1,Medical,Active,692,Male,2,Healthcare Representative,Single,14000,0,2490,14,8,0,9,5,8,1,7
33,No,Travel_Rarely,Research & Development,2,2,Technical Degree,Active,455,Male,2,Laboratory Technician,Single,38240,3,2490,12,8,0,5,3,3,0,2
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Active,199,Female,1,Sales Executive,Divorced,16664,9,2480,14,8,2,10,2,5,0,1
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,Active,903,Female,2,Laboratory Technician,Divorced,12248,1,2480,11,8,2,10,3,10,3,9
55,No,Travel_Rarely,Sales,26,3,Marketing,Active,122,Male,1,Laboratory Technician,Single,20664,2,2480,13,8,0,30,3,5,1,2
39,Yes,Travel_Rarely,Research & Development,1,1,Medical,Active,70,Female,1,Laboratory Technician,Married,53048,4,2480,17,8,1,12,0,1,0,0
32,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Active,65,Male,2,Healthcare Representative,Single,15248,7,2480,13,8,0,10,2,7,0,7
31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,Active,778,Male,3,Human Resources,Single,18732,9,2470,13,8,0,8,3,3,0,2
45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Active,346,Male,1,Research Supervisor,Single,58332,1,2470,12,8,2,1,2,1,0,0
54,No,Travel_Rarely,Sales,24,3,Marketing,Active,927,Male,1,Laboratory Technician,Married,9916,3,2470,14,8,0,36,5,10,4,7
39,Yes,Non-Travel,Research & Development,2,4,Medical,Active,775,Male,2,Manufacturing Supervisor,Single,10796,2,2470,15,8,2,11,1,1,0,0
32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,Active,682,Female,1,Sales Executive,Married,26160,1,2470,13,8,1,10,3,10,1,1
31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,Active,638,Male,2,Laboratory Technician,Married,34496,1,2460,12,8,0,6,1,6,0,1
45,No,Non-Travel,Sales,2,4,Life Sciences,Active,886,Male,2,Manufacturing Supervisor,Married,38812,1,2460,14,8,1,10,3,10,4,5
53,No,Travel_Rarely,Sales,6,3,Marketing,Active,367,Male,4,Sales Executive,Married,12632,7,2460,18,8,1,35,1,5,0,4
39,No,Travel_Frequently,Research & Development,19,4,Medical,Active,69,Female,1,Research Technician,Married,22000,1,2460,13,8,0,21,4,21,13,3
32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,Active,984,Male,1,Research Technician,Married,16024,3,2460,11,8,2,10,0,4,0,2
31,No,Travel_Rarely,Research & Development,14,2,Life Sciences,Active,970,Male,1,Sales Executive,Married,8668,1,2450,11,8,2,6,5,5,0,3
45,No,Travel_Rarely,Sales,2,3,Life Sciences,Active,307,Male,3,Healthcare Representative,Single,17132,0,2450,14,8,0,9,2,8,3,1
50,No,Travel_Frequently,Sales,2,2,Marketing,Active,220,Male,1,Sales Executive,Married,15200,1,2450,14,8,3,32,2,32,10,7
39,No,Travel_Rarely,Research & Development,12,5,Medical,Active,269,Female,1,Sales Representative,Single,44000,1,2450,14,8,2,20,2,20,11,10
32,No,Travel_Rarely,Research & Development,5,4,Technical Degree,Active,933,Male,5,Research Technician,Divorced,23764,NA,2450,13,8,0,10,5,9,1,6
31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,Active,728,Male,2,Sales Executive,Married,9332,1,2440,15,8,0,10,3,10,6,7
45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,Active,597,Female,5,Sales Representative,Married,14040,4,2440,13,8,0,7,4,3,0,2
49,No,Travel_Rarely,Sales,3,4,Marketing,Active,997,Male,1,Sales Executive,Single,10868,3,2440,11,8,1,8,4,5,0,4
39,No,Travel_Frequently,Research & Development,12,1,Medical,Active,192,Male,1,Research Technician,Married,33200,1,2440,16,8,1,8,3,8,0,7
31,No,Non-Travel,Research & Development,1,2,Technical Degree,Active,422,Female,2,Sales Executive,Married,13016,1,2440,16,8,0,9,4,9,0,0
31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,Active,561,Male,1,Sales Executive,Married,10000,0,2430,14,8,3,3,5,2,2,2
45,No,Non-Travel,Sales,2,3,Life Sciences,Active,964,Female,5,Manufacturing Supervisor,Married,21668,3,2430,15,8,2,25,3,23,14,4
48,No,Travel_Frequently,Sales,10,4,Marketing,Active,909,Female,3,Research Technician,Married,8000,2,2430,14,8,3,23,2,2,2,2
38,No,Travel_Rarely,Human Resources,2,4,Medical,Active,233,Male,1,Human Resources,Single,27288,3,2430,17,8,1,8,5,0,0,0
31,No,Travel_Rarely,Research & Development,8,1,Technical Degree,Active,46,Male,1,Manufacturing Supervisor,Married,29804,4,2430,12,8,1,10,2,8,7,7
31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Active,177,Male,2,Research Supervisor,Divorced,12664,1,2420,14,8,1,13,3,13,0,8
44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,Active,532,Female,2,Sales Executive,Married,16640,9,2420,15,8,0,24,3,20,3,6
48,Yes,Travel_Frequently,Sales,10,2,Marketing,Active,947,Male,1,Healthcare Representative,Married,18400,2,2420,12,8,1,19,3,9,7,7
38,No,Travel_Frequently,Research & Development,28,3,Medical,Active,999,Male,1,Healthcare Representative,Married,19372,4,2420,12,8,1,9,3,6,0,5
31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,Active,759,Male,1,Research Technician,Single,15668,1,2420,14,8,1,1,2,1,0,0
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Active,193,Male,3,Research Supervisor,Single,31148,4,2410,13,8,2,10,2,6,0,5
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,Active,957,Male,1,Research Technician,Married,8852,1,2410,14,8,0,9,1,8,6,7
48,No,Travel_Rarely,Sales,1,1,Marketing,Active,647,Male,5,Manufacturing Supervisor,Single,10000,6,2410,14,8,2,25,2,1,0,0
38,No,Travel_Rarely,Sales,22,2,Medical,Active,385,Male,1,Sales Executive,Married,10400,0,2410,13,8,0,3,3,2,1,2
31,No,Travel_Rarely,Research & Development,20,1,Technical Degree,Active,52,Female,3,Research Technician,Married,17416,0,2410,13,8,1,6,3,5,0,3
31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,Active,779,Male,1,Laboratory Technician,Married,12356,6,2400,23,8,1,7,5,2,2,2
44,No,Non-Travel,Research & Development,5,3,Life Sciences,Active,785,Male,1,Laboratory Technician,Single,12300,3,2400,18,8,0,7,4,5,0,3
47,No,Travel_Rarely,Sales,15,4,Marketing,Active,394,Female,3,Research Supervisor,Married,10308,0,2400,15,8,0,8,2,7,7,7
38,No,Travel_Rarely,Research & Development,1,3,Medical,Active,569,Female,1,Human Resources,Married,10904,1,2400,13,8,2,7,2,7,5,0
31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,Active,574,Female,1,Research Supervisor,Married,11332,1,2400,17,8,0,2,3,2,2,2
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Active,433,Male,4,Research Supervisor,Married,16000,0,2390,12,8,0,10,1,9,8,5
44,No,Non-Travel,Research & Development,8,2,Life Sciences,Active,286,Male,1,Research Technician,Single,13332,2,2390,12,8,0,9,6,5,1,4
46,No,Non-Travel,Sales,2,4,Marketing,Active,108,Female,2,Laboratory Technician,Married,9464,2,2390,11,8,0,7,3,1,0,0
38,No,Travel_Frequently,Sales,29,2,Medical,Active,936,Female,1,Sales Executive,Single,12916,1,2390,15,8,3,4,2,4,3,3
31,No,Travel_Frequently,Research & Development,5,2,Technical Degree,Active,469,Male,2,Sales Executive,Married,7452,1,2390,12,8,0,4,3,4,0,3
31,No,Travel_Frequently,Research & Development,2,1,Life Sciences,Active,68,Female,1,Manager,Married,45000,1,2380,17,8,0,10,5,10,8,9
44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Active,240,Male,1,Laboratory Technician,Married,77936,4,2380,14,8,1,26,2,2,0,1
46,No,Travel_Rarely,Sales,12,3,Marketing,Active,521,Female,3,Healthcare Representative,Divorced,10000,8,2380,12,8,1,19,6,16,1,7
38,No,Travel_Frequently,Sales,9,4,Medical,Active,508,Male,2,Research Technician,Married,14500,3,2380,14,8,1,8,4,2,2,2
31,No,Travel_Rarely,Research & Development,28,4,Technical Degree,Active,934,Female,5,Sales Executive,Married,14000,1,2380,11,8,0,10,4,10,0,2
31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,Active,695,Male,5,Sales Executive,Single,9464,1,2370,14,8,1,3,3,3,2,2
44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Active,665,Male,2,Research Technician,Divorced,15000,1,2370,17,8,0,26,4,25,14,13
46,No,Travel_Rarely,Sales,19,4,Marketing,Active,155,Female,1,Sales Executive,Divorced,14608,2,2370,14,8,0,19,5,10,0,8
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,Active,855,Female,3,Sales Executive,Married,13104,4,2370,19,8,1,7,3,5,1,4
30,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Active,345,Male,2,Research Supervisor,Single,17240,5,2370,13,8,0,12,3,0,0,0
31,No,Travel_Rarely,Sales,1,3,Life Sciences,Active,418,Female,5,Sales Representative,Married,13640,3,2360,14,8,0,13,2,7,5,2
44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Active,650,Female,1,Laboratory Technician,Married,13132,7,2360,18,8,0,26,2,22,3,10
45,No,Travel_Rarely,Sales,10,2,Marketing,Active,777,Male,1,Sales Executive,Divorced,8660,2,2360,14,8,0,24,1,7,0,7
38,No,Travel_Rarely,Research & Development,6,2,Medical,Active,550,Male,1,Research Technician,Divorced,23740,0,2360,11,8,1,9,3,8,2,7
30,No,Travel_Rarely,Sales,1,2,Technical Degree,Active,792,Male,1,Laboratory Technician,Married,9964,8,2360,22,8,0,4,3,2,2,2
31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Active,990,Male,5,Laboratory Technician,Married,16904,1,2350,15,8,2,6,3,5,0,2
44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,Active,794,Female,5,Manufacturing Supervisor,Married,9740,7,2350,16,8,2,11,2,1,0,0
45,No,Travel_Rarely,Sales,3,1,Marketing,Active,77,Female,1,Sales Executive,Married,14868,9,2350,14,8,1,12,6,10,9,8
38,No,Travel_Rarely,Sales,10,3,Medical,Active,302,Male,4,Laboratory Technician,Married,30312,6,2350,12,8,2,6,5,1,0,1
30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,Active,852,Male,3,Research Supervisor,Married,36664,3,2350,13,8,0,9,4,4,1,3
30,No,Non-Travel,Research & Development,8,3,Life Sciences,Active,795,Male,1,Manufacturing Supervisor,Divorced,39332,1,2340,17,8,1,1,2,1,0,0
44,No,Non-Travel,Research & Development,20,3,Life Sciences,Active,605,Male,1,Sales Representative,Single,17204,2,2340,13,8,0,6,4,0,0,0
44,No,Travel_Rarely,Sales,29,4,Marketing,Active,236,Male,2,Sales Executive,Single,78920,4,2340,22,8,3,10,4,2,0,2
38,No,Travel_Frequently,Sales,4,3,Medical,Active,348,Male,2,Research Technician,Divorced,27500,2,2340,19,8,1,13,5,4,1,2
30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,Active,244,Male,3,Manager,Divorced,65000,1,2340,17,8,0,1,3,1,0,0
30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,Active,989,Female,1,Human Resources,Divorced,9600,6,2330,14,8,0,6,4,4,1,2
44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,Active,671,Female,2,Laboratory Technician,Married,24132,1,2330,19,8,1,10,3,10,0,5
44,No,Travel_Frequently,Sales,2,2,Marketing,Active,908,Male,1,Laboratory Technician,Married,12668,4,2330,11,8,1,14,2,10,0,2
38,No,Travel_Rarely,Research & Development,28,4,Medical,Active,84,Male,1,Laboratory Technician,Divorced,9320,0,2330,12,8,0,12,1,11,2,9
29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,Active,675,Female,1,Sales Representative,Divorced,24320,3,2330,13,8,0,10,4,7,7,7
30,No,Travel_Rarely,Sales,7,3,Life Sciences,Active,994,Male,3,Sales Executive,Divorced,21668,2,2320,11,8,0,12,5,7,1,7
44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,Active,696,Male,1,Laboratory Technician,Married,9532,4,2320,11,8,1,10,2,3,1,2
44,No,Travel_Rarely,Sales,26,1,Marketing,Active,821,Male,1,Sales Representative,Married,8712,3,2320,11,8,1,24,5,20,14,17
38,No,Travel_Rarely,Research & Development,7,4,Medical,Active,554,Male,1,Sales Executive,Single,13264,7,2320,20,8,1,10,2,1,0,0
29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,Active,648,Female,2,Healthcare Representative,Divorced,9012,NA,2320,16,8,1,9,2,7,1,7
30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Active,587,Female,1,Manufacturing Supervisor,Married,18768,1,2310,11,8,0,10,3,10,1,4
44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,Active,634,Male,5,Laboratory Technician,Married,16664,1,2310,21,8,0,10,3,10,7,7
43,No,Travel_Rarely,Sales,7,4,Marketing,Active,404,Male,2,Sales Executive,Divorced,11556,4,2310,16,8,2,4,4,1,0,0
38,No,Travel_Rarely,Research & Development,1,3,Medical,Active,285,Female,3,Manager,Single,35196,4,2310,13,8,1,10,2,1,0,0
28,No,Travel_Rarely,Sales,1,2,Technical Degree,Active,355,Female,1,Sales Executive,Married,9892,1,2310,12,8,0,8,3,8,7,5
30,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Active,124,Female,2,Research Technician,Married,12756,1,2300,13,8,0,1,3,1,0,0
44,No,Travel_Rarely,Research & Development,26,2,Life Sciences,Active,401,Male,5,Manufacturing Supervisor,Married,9100,1,2300,14,8,0,8,6,8,7,1
43,Yes,Travel_Rarely,Sales,5,3,Marketing,Active,592,Female,3,Research Technician,Single,20764,8,2300,15,8,1,7,3,4,1,3
38,No,Travel_Frequently,Research & Development,7,3,Medical,Active,725,Female,5,Sales Representative,Divorced,14992,1,2300,15,8,0,4,2,4,0,3
28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,Active,816,Male,2,Laboratory Technician,Married,8884,1,2300,11,8,0,8,3,8,1,7
30,No,Travel_Frequently,Sales,9,3,Life Sciences,Active,987,Male,1,Research Supervisor,Single,11148,0,2290,12,8,1,10,2,9,0,7
44,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Active,493,Female,5,Healthcare Representative,Married,7412,3,2290,11,8,1,23,2,12,11,11
42,No,Travel_Frequently,Sales,10,3,Marketing,Active,152,Female,2,Healthcare Representative,Divorced,16800,2,2290,13,8,1,19,0,5,0,2
37,No,Non-Travel,Research & Development,1,3,Medical,Active,141,Male,3,Laboratory Technician,Married,24864,3,2290,22,8,0,15,5,13,10,7
28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,Active,784,Female,1,Research Technician,Single,28800,0,2290,13,8,1,6,0,5,1,3
30,Yes,Travel_Rarely,Sales,2,3,Life Sciences,Active,463,Male,2,Healthcare Representative,Married,23200,4,2280,12,8,0,7,5,5,0,1
43,No,Travel_Rarely,Research & Development,25,4,Life Sciences,Active,959,Male,2,Sales Executive,Married,14868,1,2280,11,8,0,10,2,10,8,8
42,No,Travel_Frequently,Sales,2,2,Marketing,Active,38,Male,3,Research Supervisor,Married,8284,5,2280,13,8,0,23,2,20,4,8
37,No,Non-Travel,Research & Development,7,2,Medical,Active,210,Male,1,Sales Executive,Divorced,20000,1,2280,16,8,1,9,3,9,7,7
28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,Active,611,Male,2,Manager,Married,44584,1,2280,16,8,0,6,4,6,3,3
30,No,Travel_Rarely,Research & Development,13,3,Life Sciences,Active,67,Female,4,Research Supervisor,Married,21140,1,2270,13,8,0,11,3,10,1,9
43,No,Travel_Rarely,Sales,25,2,Life Sciences,Active,518,Male,3,Research Technician,Divorced,11056,5,2270,22,8,0,18,2,1,0,0
42,No,Travel_Rarely,Sales,23,3,Marketing,Active,742,Female,3,Research Technician,Married,15968,0,2270,13,8,1,21,3,20,0,9
37,No,Travel_Rarely,Research & Development,4,3,Medical,Active,249,Male,1,Research Technician,Married,11788,1,2270,14,8,0,10,3,10,7,8
27,No,Travel_Frequently,Sales,4,3,Technical Degree,Active,264,Male,1,Laboratory Technician,Divorced,12664,1,2270,12,8,0,6,5,6,0,4
30,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Active,81,Male,2,Research Technician,Divorced,17600,1,2260,12,8,2,10,2,10,1,2
43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,Active,291,Male,1,Laboratory Technician,Married,12832,3,2260,11,8,2,7,3,2,2,2
42,No,Travel_Rarely,Sales,15,1,Marketing,Active,340,Male,2,Laboratory Technician,Married,14640,9,2260,18,8,2,8,2,4,0,2
37,No,Travel_Rarely,Research & Development,2,2,Medical,Active,832,Male,1,Research Technician,Married,12052,1,2260,12,8,0,10,1,10,3,7
27,No,Non-Travel,Sales,1,3,Technical Degree,Active,358,Female,1,Sales Executive,Married,22064,1,2260,11,8,0,0,2,0,0,0
30,No,Non-Travel,Research & Development,2,4,Life Sciences,Active,166,Female,3,Research Technician,Married,18892,0,2250,15,8,1,10,2,9,7,8
43,No,Travel_Frequently,Sales,14,3,Life Sciences,Active,138,Female,1,Manufacturing Supervisor,Married,39852,7,2250,14,8,2,NA,3,3,1,2
41,No,Travel_Rarely,Sales,6,4,Marketing,Active,961,Male,1,Research Technician,Single,27800,1,2250,17,8,0,10,3,10,8,7
37,No,Non-Travel,Research & Development,1,3,Medical,Active,18,Male,2,Sales Executive,Divorced,18432,2,2250,13,8,1,15,2,5,0,2
27,No,Non-Travel,Sales,11,3,Technical Degree,Active,529,Female,2,Laboratory Technician,Married,8596,1,2250,14,8,1,3,3,3,1,2
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Active,180,Male,1,Sales Executive,Single,18188,0,2240,12,8,1,4,4,3,1,2
43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Active,928,Female,1,Research Technician,Married,13708,1,2240,11,8,1,14,2,14,6,11
40,No,Travel_Frequently,Sales,9,3,Marketing,Active,344,Male,3,Manufacturing Supervisor,Single,10028,NA,2240,14,8,0,10,3,1,0,0
